tweet_id,retweet_count,favorite_count,picture_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,time_stamp,tweet_content,dog_name,age_stage,rating_ratio
887517139158093824,10164,41805,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False,2017-07-19 03:39:09 +0000,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,such,None,1.4
887473957103951883,15520,61879,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,pembroke,0.809197,True,rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,2017-07-19 00:47:34 +0000,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,Canela,None,1.3
887343217045368832,9109,30355,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,mexican_hairless,0.330741,True,sea_lion,0.275645,False,weimaraner,0.134203,True,2017-07-18 16:08:03 +0000,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,None,None,1.3
887101392804085760,5153,27677,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,samoyed,0.733942,True,eskimo_dog,0.0350295,True,staffordshire_bullterrier,0.0297047,True,2017-07-18 00:07:08 +0000,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,None,None,1.2
886983233522544640,6582,31283,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,2017-07-17 16:17:36 +0000,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,Maya,None,1.3
886736880519319552,2734,10774,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,True,great_pyrenees,0.186136,True,dandie_dinmont,0.0863463,True,2017-07-16 23:58:41 +0000,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",Mingus,None,1.3
886680336477933568,3864,20279,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441726999999999,False,2017-07-16 20:14:00 +0000,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,Derek,None,1.3
886366144734445568,2722,19055,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,french_bulldog,0.999201,True,chihuahua,0.000361178,True,boston_bull,7.55616e-05,True,2017-07-15 23:25:31 +0000,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,Roscoe,pupper,1.2
886258384151887873,5462,25232,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,0.943575,True,shower_cap,0.0252856,False,siamese_cat,0.00284892,False,2017-07-15 16:17:19 +0000,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,Waffles,None,1.3
885984800019947520,5800,29380,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,blenheim_spaniel,0.972494,True,shih-tzu,0.00663012,True,bernese_mountain_dog,0.00623915,True,2017-07-14 22:10:11 +0000,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,Jimbo,None,1.2
885528943205470208,5523,32439,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,True,labrador_retriever,0.265835,True,kuvasz,0.134697,True,2017-07-13 15:58:47 +0000,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,Maisey,None,1.3
885167619883638784,3777,19740,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,True,siberian_husky,0.0717125,True,eskimo_dog,0.0557697,True,2017-07-12 16:03:00 +0000,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,None,None,1.3
884925521741709313,15554,69280,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,italian_greyhound,0.259916,True,american_staffordshire_terrier,0.198451,True,staffordshire_bullterrier,0.127725,True,2017-07-12 00:01:00 +0000,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Earl,None,1.2
884876753390489601,4820,25078,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,True,norwich_terrier,0.106075,True,norfolk_terrier,0.0373485,True,2017-07-11 20:47:12 +0000,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,Lola,None,1.3
884562892145688576,4049,21917,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,True,french_bulldog,0.404291,True,brabancon_griffon,0.0440019,True,2017-07-11 00:00:02 +0000,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Kevin,None,1.3
884441805382717440,4934,24497,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,pembroke,0.993225,True,cardigan,0.00321648,True,chihuahua,0.00208089,True,2017-07-10 15:58:53 +0000,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",None,None,1.4
884162670584377345,2581,18418,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,german_shepherd,0.707046,True,malinois,0.199396,True,norwegian_elkhound,0.0491476,True,2017-07-09 21:29:42 +0000,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Yogi,doggo,1.2
883838122936631299,2961,19710,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,2017-07-09 00:00:04 +0000,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Noah,None,1.2
883482846933004288,8545,41318,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,0.943082,True,labrador_retriever,0.032409,True,kuvasz,0.00550072,True,2017-07-08 00:28:19 +0000,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",Bella,None,0.5
883360690899218434,3182,20462,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,True,tibetan_mastiff,0.00709872,True,newfoundland,0.00214033,True,2017-07-07 16:22:55 +0000,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Grizzwald,floofer,1.3
883117836046086144,5719,33448,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,0.949562,True,labrador_retriever,0.0459479,True,kuvasz,0.00247094,True,2017-07-07 00:17:54 +0000,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",None,None,1.3
882992080364220416,3339,21552,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,eskimo_dog,0.4667779999999999,True,siberian_husky,0.406044,True,dingo,0.0734143999999999,False,2017-07-06 15:58:11 +0000,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Rusty,None,1.3
882762694511734784,4230,25471,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,labrador_retriever,0.85005,True,chesapeake_bay_retriever,0.074257,True,flat-coated_retriever,0.0155793999999999,True,2017-07-06 00:46:41 +0000,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Gus,pupper,1.2
882627270321602560,5242,25261,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,pembroke,0.542982,True,chihuahua,0.251988,True,cardigan,0.107699,True,2017-07-05 15:48:34 +0000,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Stanley,None,1.3
882268110199369728,10010,40341,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,True,labrador_retriever,0.0989848999999999,True,cocker_spaniel,0.0171995,True,2017-07-04 16:01:23 +0000,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,Alfy,None,1.3
882045870035918850,4205,26455,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,2017-07-04 01:18:17 +0000,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Koko,None,1.3
881906580714921986,2942,22007,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,weimaraner,0.291539,True,chesapeake_bay_retriever,0.278966,True,koala,0.127017,False,2017-07-03 16:04:48 +0000,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Rey,None,1.2
881666595344535552,9240,45772,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,saluki,0.529012,True,afghan_hound,0.250003,True,golden_retriever,0.160739,True,2017-07-03 00:11:11 +0000,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Gary,None,1.3
881536004380872706,13848,44647,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,samoyed,0.281463,True,angora,0.272066,False,persian_cat,0.114854,False,2017-07-02 15:32:16 +0000,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",a,pupper,1.4
881268444196462592,4605,21039,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,tusker,0.473303,False,indian_elephant,0.245646,False,ibex,0.0556607,False,2017-07-01 21:49:04 +0000,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,Elliot,None,1.2
880935762899988482,2415,15448,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False,2017-06-30 23:47:07 +0000,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,Louis,None,1.3
880872448815771648,3305,19224,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,pembroke,0.791416,True,norwich_terrier,0.0613929,True,chihuahua,0.0337257,True,2017-06-30 19:35:32 +0000,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,None,None,1.2
880465832366813184,5385,25664,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,0.913255,True,labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,2017-06-29 16:39:47 +0000,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Bella,None,1.2
880221127280381952,3593,24340,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525802999999999,True,2017-06-29 00:27:25 +0000,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,None,1.2
880095782870896641,3762,24955,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher,0.120298,True,rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,2017-06-28 16:09:20 +0000,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,None,None,1.1
879862464715927552,3022,20236,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,2017-06-28 00:42:13 +0000,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,None,1.3
879492040517615616,2735,21250,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,german_short-haired_pointer,0.479896,True,vizsla,0.1243529999999999,True,bath_towel,0.0733202,False,2017-06-27 00:10:17 +0000,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,None,1.2
879415818425184262,38659,95431,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,english_springer,0.383404,True,boston_bull,0.134967,True,cardigan,0.110481,True,2017-06-26 19:07:24 +0000,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Duddles,None,1.3
879376492567855104,2715,15234,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,tricycle,0.663601,False,labrador_retriever,0.0334961,True,pembroke,0.0188266,True,2017-06-26 16:31:08 +0000,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Jack,None,1.2
879050749262655488,4081,20365,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,tabby,0.311861,False,window_screen,0.169123,False,egyptian_cat,0.132932,False,2017-06-25 18:56:45 +0000,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,Steven,None,1.1
879008229531029506,2324,17203,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,american_staffordshire_terrier,0.0087113,True,2017-06-25 16:07:47 +0000,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Beau,None,1.3
878776093423087618,3563,17558,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,italian_greyhound,0.734684,True,whippet,0.1504869999999999,True,ibizan_hound,0.0397246,True,2017-06-25 00:45:22 +0000,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Snoopy,puppo,1.3
878281511006478336,1109,6987,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,0.32042,True,collie,0.215975,True,appenzeller,0.1285069999999999,True,2017-06-23 16:00:04 +0000,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Shadow,None,1.3
878057613040115712,5920,38095,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,french_bulldog,0.839097,True,boston_bull,0.0787993999999999,True,toy_terrier,0.0152433999999999,True,2017-06-23 01:10:23 +0000,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Emmy,None,1.4
877736472329191424,16373,71391,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,chesapeake_bay_retriever,0.8379559999999999,True,labrador_retriever,0.0620342,True,weimaraner,0.0405991,True,2017-06-22 03:54:17 +0000,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Aja,None,1.3
877556246731214848,3285,20494,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,basset,0.995368,True,welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False,2017-06-21 15:58:08 +0000,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,Penny,None,1.2
877316821321428993,4511,24836,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,saluki,0.5099670000000001,True,italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,2017-06-21 00:06:44 +0000,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Dante,None,1.3
877201837425926144,4820,24499,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,pembroke,0.93112,True,cardigan,0.0686982,True,basenji,8.17379e-05,True,2017-06-20 16:29:50 +0000,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,Nelly,None,1.2
876838120628539392,2895,18718,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,0.575751,True,redbone,0.24097,True,tibetan_mastiff,0.0889348,True,2017-06-19 16:24:33 +0000,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,Ginger,pupper,1.2
876484053909872640,2061,17005,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,0.874566,True,irish_terrier,0.0373542,True,chow,0.0167235999999999,True,2017-06-18 16:57:37 +0000,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,Benedict,None,1.3
876120275196170240,4040,25350,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,bernese_mountain_dog,0.534327,True,saint_bernard,0.346312,True,greater_swiss_mountain_dog,0.0949327,True,2017-06-17 16:52:05 +0000,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",Venti,None,1.3
875747767867523072,3718,22765,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,labrador_retriever,0.799551,True,chesapeake_bay_retriever,0.179975,True,vizsla,0.0046176,True,2017-06-16 16:11:53 +0000,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",Goose,None,1.3
875144289856114688,4267,19872,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,siberian_husky,0.245048,True,pembroke,0.223716,True,dingo,0.160753,False,2017-06-15 00:13:52 +0000,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,Nugget,None,1.3
